Word,Synonyms,Average score,StD
mark,"label (0.3333333333333333), tag (0.2222222222222222), price (0.23529411764705882), ticket (0.2222222222222222), impress (0.3157894736842105), effect (0.13333333333333333), trace (0.25), imprint (0.4444444444444444), stamp (0.25), brand (0.23529411764705882), sign (0.23529411764705882), note (0.2222222222222222), heed (0.6666666666666666), notice (0.23529411764705882), ",0.2858150277654921,0.12579047295680343
move,"plod (0.6), go (0.2222222222222222), creep (0.125), crawl (0.6666666666666666), inch (0.25), poke (0.1), drag (0.1111111111111111), shuffle (0.45454545454545453), trot (0.631578947368421), walk (0.631578947368421), jog (0.26666666666666666), plug (0.1111111111111111), trudge (0.5714285714285714), slump (0.125), lumber (0.125), trail (0.125), lag (0.5882352941176471), run (0.6), sprint (0.6), trip (0.6), bound (0.26666666666666666), hotfoot (0.5263157894736842), high (0.26666666666666666), ",0.37238235284405696,0.21583295221628443
moody,"short (0.3333333333333333), ",0.3333333333333333,0.0
old,"frail (0.3076923076923077), ancient (0.15384615384615385), aged (0.3333333333333333), ",0.26495726495726496,0.07926169654269832
part,"portion (1.0), share (0.6), piece (0.2222222222222222), allotment (0.5454545454545454), section (0.4), fraction (0.6666666666666666), fragment (0.2222222222222222), ",0.5223665223665224,0.25373300136593896
place,"space (0.2), area (0.6666666666666666), spot (1.0), plot (0.125), region (0.7272727272727273), location (0.8), situation (0.18181818181818182), position (0.8333333333333334), residence (0.7142857142857143), dwelling (0.42857142857142855), set (0.18181818181818182), site (0.5714285714285714), station (0.46153846153846156), status (0.18181818181818182), state (0.5714285714285714), ",0.5096653346653346,0.27400587451600233
plan,"plot (0.8235294117647058), scheme (0.875), design (0.375), draw (0.13333333333333333), map (0.13333333333333333), diagram (0.125), procedure (0.42857142857142855), arrangement (0.5), intention (0.7142857142857143), device (0.14285714285714285), contrivance (0.13333333333333333), method (0.5714285714285714), way (0.3333333333333333), blueprint (0.9333333333333333), ",0.44445278111244496,0.28796226553236765
predicament,"quandary (1.0), dilemma (0.5882352941176471), pickle (0.1111111111111111), problem (0.8571428571428571), plight (1.0), spot (0.15384615384615385), scrape (0.26666666666666666), jam (0.1111111111111111), ",0.5110141492494433,0.3726764785173417
put,"place (0.125), set (0.26666666666666666), keep (0.23529411764705882), save (0.2222222222222222), effect (0.13333333333333333), do (0.2222222222222222), build (0.25), ",0.20781979458450045,0.05185029775221642
quiet,"still (0.2), mute (0.23529411764705882), calm (0.1111111111111111), ",0.18213507625272332,0.052247624529406865
right,"true (0.25), good (0.25), upright (0.10526315789473684), moral (0.26666666666666666), fair (0.3157894736842105), ",0.23754385964912278,0.07039745581457235
run,"race (0.4444444444444444), speed (0.23529411764705882), hurry (0.2), sprint (0.5454545454545454), dash (0.23529411764705882), rush (0.6), escape (0.5555555555555556), ",0.4022918258212376,0.16104531412162001
say,"tell (0.13333333333333333), recount (0.2222222222222222), command (0.26666666666666666), order (0.25), bid (0.26666666666666666), teach (0.1), train (0.11764705882352941), issue (0.2857142857142857), remark (0.2857142857142857), converse (0.26666666666666666), express (0.2857142857142857), voice (0.4), state (0.125), mutter (0.26666666666666666), mumble (0.2857142857142857), whisper (0.26666666666666666), sigh (0.2857142857142857), yell (0.2857142857142857), yelp (0.25), snarl (0.2857142857142857), hiss (0.25), grunt (0.25), snort (0.26666666666666666), roar (0.25), bellow (0.26666666666666666), thunder (0.25), boom (0.25), scream (0.26666666666666666), shriek (0.26666666666666666), screech (0.25), squawk (0.25), whine (0.23529411764705882), stammer (0.47058823529411764), stutter (0.47058823529411764), lisp (0.47058823529411764), drawl (0.25), jabber (0.26666666666666666), protest (0.25), vow (0.26666666666666666), content (0.3076923076923077), dispute (0.25), ",0.267958221437418,0.07663803291618056
scared,"frightened (1.0), alarmed (0.8888888888888888), terrified (0.8888888888888888), panicked (0.25), unnerved (0.5), shy (0.2222222222222222), disquieted (0.2222222222222222), worried (0.2857142857142857), vexed (0.25), troubled (0.25), disturbed (0.25), horrified (0.8888888888888888), terrorized (0.2), shocked (0.2222222222222222), petrified (0.2222222222222222), haunted (0.2222222222222222), shrinking (0.2), stupefied (0.2222222222222222), paralyzed (0.2222222222222222), stunned (0.16666666666666666), ",0.3787301587301588,0.27719389882531925
show,"display (0.26666666666666666), exhibit (0.25), present (0.2857142857142857), note (0.23529411764705882), expose (0.5555555555555556), ",0.3186461251167133,0.11964304912597709
slow,"slack (0.2222222222222222), ",0.2222222222222222,0.0
stop,"cease (0.3076923076923077), halt (0.3076923076923077), stay (0.6153846153846154), pause (0.3333333333333333), end (0.14285714285714285), finish (0.2857142857142857), ",0.3321123321123321,0.14107188349041325
story,"tale (1.0), myth (0.42857142857142855), legend (0.42857142857142855), fable (0.6666666666666666), yarn (0.2857142857142857), account (0.5), narrative (1.0), chronicle (0.5), epic (0.46153846153846156), sage (0.16666666666666666), anecdote (0.2857142857142857), record (0.5454545454545454), memoir (0.4), ",0.5129921360690592,0.24055716865122917
take,"hold (0.21052631578947367), catch (0.21052631578947367), grasp (0.21052631578947367), win (0.2222222222222222), capture (0.23529411764705882), pick (0.2222222222222222), remove (0.3333333333333333), steal (0.4444444444444444), lift (0.2222222222222222), purchase (0.2222222222222222), buy (0.4444444444444444), recall (0.2222222222222222), ",0.2666838665290678,0.08562043879303312
tell,"show (0.125), expose (0.125), command (0.14285714285714285), order (0.13333333333333333), bid (0.14285714285714285), recount (0.11764705882352941), repeat (0.14285714285714285), ",0.13279311724689877,0.00967333674505729
think,"judge (0.125), ",0.125,0.0
trouble,"distress (0.2857142857142857), anguish (0.26666666666666666), anxiety (0.2857142857142857), worry (0.5333333333333333), wretchedness (0.23529411764705882), pain (0.5333333333333333), danger (0.3076923076923077), peril (0.16666666666666666), disaster (0.25), grief (0.26666666666666666), misfortune (0.42857142857142855), difficulty (0.35294117647058826), concern (0.23529411764705882), pains (0.4), inconvenience (0.2857142857142857), exertion (0.375), effort (0.42857142857142855), ",0.3315984764946703,0.101445180002386
true,"right (0.25), real (0.2857142857142857), trusty (0.13333333333333333), steady (0.15384615384615385), ",0.20572344322344321,0.0638171793591264
use,"employ (0.3333333333333333), exhaust (0.26666666666666666), exercise (0.7058823529411765), ",0.43529411764705883,0.19326080120017392
